id,answer,score,correct
5.1,The main idea behind insertion sort is to take a random variable from the right and insert it in order to the left.,4.5,1.0
11.5,a function that calls itself until the base cases are met.,5.0,1.0
7.2,"A linked list is not fixed in size, and does not require the shifting of items during insertions and deletions.",5.0,1.0
9.5,"list based because the array based has to have a fixed size, it cannot be added to or removed from as easily",5.0,1.0
9.5,list based is preferred because memory allocation is not an issue,5.0,1.0
10.4,a tree where each node can have at most 2 children.,5.0,1.0
1.5,a stored value used by the program,4.5,1.0
7.5,A circular linked list is a linked list that links items in a continuous circle. This allows the full list to be traversed by starting at any item in the list; a fixed head or tail is not required.,4.5,1.0
11.7,"a non static array must reinitialize itself every function call, while a static array will only initialize itself once, unless otherwise forced.",5.0,1.0
2.2,"A data member is part of a C plus plus class or structure that stores data of a certain type ... A local variable inside a member function is only available inside that function, and can be used to derive a desired outcome.",4.5,1.0
11.2,public or private,5.0,1.0
9.7,"a queue, because it takes the job that has waited the longest",5.0,1.0
12.1,a variable that stores the address of a memory location,5.0,1.0
11.9,"Divide elements, recur then conquer, which works in merge sort and quicksort.",4.0,1.0
9.6,Push,5.0,1.0
2.1,member funtions and data members,5.0,1.0
8.2,pushadd an elementpopremove an element,5.0,1.0
7.6,"Double Linked list are often easier to manipulate, because they allow sequential access to the list in both direction",4.0,1.0
10.7,it takes as many comparisons as the number of levels of the binary search tree. it only compares one number at each level,5.0,1.0
8.6,infix expressions are converted to postfix expressions before they can be evaluated by a computer. Operands stay in the same order. Operators always follow the operands.,5.0,1.0
9.1,"Stores a set of elements in a particular order with a First In, First Out principle",5.0,1.0
9.6,push,5.0,1.0
9.4,By creating and adding nodes at the end of the list and removing the nodes from the beginning of the list.,5.0,1.0
1.5,"A variable is a location in the computer 's memory where a value can be stored for use by a program. Each variable has a name, a value, a type and a size.",5.0,1.0
4.7,by rows,5.0,1.0
12.1,A pointer is a variable that contains the memory address of a given value.,5.0,1.0
11.4,"its the scope, type, and parameters of that function that give it it is properties and defines it against other functions.",5.0,1.0
3.4,because you cannot change the original and passing by reference limits memory needed for the program.,4.5,1.0
7.6,a doubly linked list has pointers in both directions. this allows for access from back to front as well as front to back,4.0,1.0
9.2,enqueue and dequeue,5.0,1.0
10.4,A binary tree can have only two children for each node.,5.0,1.0
2.4,C plus plus will create a default constructor when no other constructor is present.,5.0,1.0
10.2,The height of a tree is the number of nodes on the longes path from the root to a leaf.,5.0,1.0
6.2,The address operator returns the memory address of its operand.,5.0,1.0
9.1,"A Queue is a first in first out data structure, such that the first element added is also the first removed.",5.0,1.0
8.5,list because it its size is not determined,5.0,1.0
11.8,A string of characters is a specific variable type that has no extra data at the end. A string of type char [] is all the characters and a null 0,5.0,1.0
11.2,"Public, protected, and private.",5.0,1.0
6.3,The STAR operator returns the dereferenced pointer variableie: it returns the value of whatever variable the pointer is pointing to,5.0,1.0
12.9,"if the node is a leaf, you set it is parent 's pointer to null. if the node is in the tree you must replace the node with one in the tree: either the largest in the left of the tree or the smallest in the right of the tree. this can be done recursively if needed.",5.0,1.0
11.9,"To divide and conquer, you divide the program in half once or multiple times to the extent that the program as a whole is easier to work in groups to solve the problem.",4.5,1.0
9.1,A queue is a first in first out data structure.,5.0,1.0
1.7,"a while loop is pre-checkit checks the condition statement before it executes the code within the while blocka do while loop is post-checkit checks the condition AFTER the block executes, it runs at least once no matter what the condition statement is",5.0,1.0
4.6,run time,5.0,1.0
12.5,"Linked Lists can be of variable size, where arrays have fixed size.",5.0,1.0
4.5,1 less than the total number of dimensions,4.5,1.0
2.3,"Unlike regular functions, constructors are only used to initialize an object s data when it is created. Constructors must also be given the same name as the class and cannot return any values.",5.0,1.0
6.3,The star operator returns a synonym for the object to which its pointer operand points.,5.0,1.0
1.6,"Globally for an entire program, and locally for individual functionsincluding FOR statements",4.5,1.0
9.6,push,5.0,1.0
4.3,"You pass the name of the array to the function. So for: int bin [10]; you pass it to an array like so: jinglebin; but jingle must be declared correctly in order to receive an array, either with prototype void jingleint []; or with the definition in its initialization: void jingleint array []; It is also worth noting that arrays are passed to function by reference, so as to not copy large arrays over and over and burn memory. This gives the function complete control over the array however.",5.0,1.0
10.2,Height equals the number of times you must progress down the levels of a tree to reach a leaf of the greatest distance from the root.,5.0,1.0
4.7,by rows,5.0,1.0
11.9,"Divide the big problem into small problem, solve small problem and join small solved elements of the problem. if there is two ore more elements in the array, divide the array into parts and compare the elements, after comperison, conquer the elements. If array have n element, first half have n divided by 2 elements",5.0,1.0
3.5,"The compiler distinguishes overloaded functions by their signatures. It encodes each function identifier with the number and types of its parameters to generate type-safe linkage, which ensures the proper overloaded function is called.",5.0,1.0
12.1,Its like a variable except it only holds the address in memory of the variable not the physical information.,5.0,1.0
8.6,in postfix format,4.0,1.0
6.7,Pointer variables that point to function addresses.,5.0,1.0
10.5,"A tree which is split based on values. This makes it very easy to search. One can compare the desired value to the root, and if the root is greater than, we search the left side of the tree, if it is less than, we search the right side ... and do the same thing recursively.",5.0,1.0
5.2,The main idea behind selection sort is to take the least variable from the right and put it directly to the left.,4.5,1.0
5.2,Finds the minimum value and swap it with the value in the first position.,5.0,1.0
8.2,push adds an item to the top of the stack pop removes the top item from the stack,5.0,1.0
8.2,Push and pop are two main functions defined in a stack,5.0,1.0
7.2,The size of array is restricted to declaration. Insertion or Deletion of values in middle of array is not possible.,5.0,1.0
2.2,"data member is accessible to all functions in the class, where local variable is only available to the member function and value is lost when function closes",5.0,1.0
11.4,"The function 's name, as well as what it returns and what it accepts.",5.0,1.0
3.2,"variables accessible anywhere in the program, as long as they are public.",4.5,1.0
11.1,"Continually split array in half, sort each side of the halves, then put them back together once organized.",5.0,1.0
8.1,"a data type that stores a set of elements in a certain order, last in, first out.",5.0,1.0
4.3,by reference,5.0,1.0
4.2,array of characters can only hold as many characters as the array size and strings are not that limited.,4.0,1.0
12.7,push and pop,5.0,1.0
7.5,in a circular linked list the last element points to the head of the list,5.0,1.0
12.8,"You recursively visit every node on the list. You visit the node from the left, the bottom, and from the right.",5.0,1.0
4.4,"A program intializes static local arrays when their declarations are first encountered. If a static array is not initialized explicityly by the programmer, earch element of that array is intialized to zero by the compiler when the array is created. Non-static array members cannot be initialized at all in C plus plus.",4.0,1.0
11.4,"The order, number, and type of data items included inside the function parameters.",5.0,1.0
9.3,fixed size array with max N elements. Need to keep track of front and rear of array.,4.0,1.0
1.5,A variable is a value that is subject to change in a computer 's memory that can be used by programs. Programs can change the value of the variable and recall it later or act on it directly.,5.0,1.0
9.2,enqueue and dequeue,5.0,1.0
11.2,public: the function or variable can be used outside the class private: the function or variable can only be used with the class,5.0,1.0
7.3,"Any entitiy in an array may accessed immediately, whereas a linked list must be traversed one item at a time because each object only points adjacent objects",5.0,1.0
2.6,"A function definition is the code that defines the function placed in the brackets that determines that function 's operation. A function prototype shows the function 's public interface without exposing implementation. It shows name, return type and type of paramaters.",5.0,1.0
2.2,"A data member is globally accessible, while a local variable is only accessible inside the member function.",4.5,1.0
12.5,"Linked lists are not confined to a specific size, and can have elements added and removed far easier. They are also easier to traverse.",5.0,1.0
3.1,It includes the name of the function and the types of its arguments.,5.0,1.0
2.3,"Constructors cannot return values, so they cannot specify a return type. Normally, constructors are declared public.",4.0,1.0
11.2,public and private,5.0,1.0
6.2,The ADDRESS operator returns the memory address of the variable it precedes.,5.0,1.0
2.1,Information telling the compiler what data members and member functions belong to the class.,5.0,1.0
4.6,run-time error,5.0,1.0
2.2,"The data member can be accessed outside of the class, whereas the local variable cannot.",4.0,1.0
3.7,"both based on control statement, involve repetition, and involve a termination test within loops",5.0,1.0
9.2,"Enqueue and dequeue, which add and remove elements from the queue",5.0,1.0
2.1,the data and methods,4.5,1.0
6.3,"It dereferences a pointer, meaning it returns the value stored in the memory address a pointer refers to.",4.5,1.0
2.5,any number you want,5.0,1.0
8.4,"Use the head as the top of the stack, only modify the head when you push or pop ... push would add a new item to the head, pop would remove the item from the head.",4.5,1.0
9.6,The stack operation corresponding to enqueue in queues is the push operation.,5.0,1.0
2.1,"Since class is user defined, the body of the declaration can contain members, that can be either data or function declarations, and optionally access specifiers. Example for specifiers would be public, private, and protected. There is the keyword Class and the Class body is enclosed with brackets .",5.0,1.0
12.3,"loglong n, 2 to the power oflog n; n to the power of 2, n to the power of 3;",4.75,1.0
5.1,Looking at the 2nd element move forward and place the element in the correct spot.,4.5,1.0
4.1,manually inside the brackets or automatically via an initializer list,5.0,1.0
3.5,"By the number, types, and order of their arguments",5.0,1.0
8.2,pushinsert an itempopremove an item,5.0,1.0
9.6,push,5.0,1.0
8.1,A data structure for storing items which are to be accessed in last-in first-out order that can be implemented in three ways.,5.0,1.0
2.5,"by default just one, but they may be overloaded to create as many constructors as necessary",5.0,1.0
7.2,You can insert into and delete items from a pointer-based linked list without shifting data.,4.5,1.0
10.6,Left Child implies Parent implies Right Child,5.0,1.0
4.5,"all dimensions, excluding the first one.",5.0,1.0
12.6,a data structure that inserts elements at the end of it and removes elements from the front.,5.0,1.0
2.5,"as many as you want, as long as they each have a unique argument list",5.0,1.0
4.4,"If an array is declared as static, it is not created each time the array is called.",5.0,1.0
2.1,"a constructor and several data members, and at least one public data member or method",4.5,1.0
4.7,stored by rows,5.0,1.0
1.2,Refining and Coding,5.0,1.0
9.5,"list, its dynamic and no size needs to be declared",5.0,1.0
11.1,"The elements that are included in a class definition is the access-modifier, data types, variables, and function signatures.",4.0,1.0
3.2,The entire program.,4.5,1.0
1.4,C plus plus programs begin execution at main.,5.0,1.0
9.6,push,5.0,1.0
7.5,"In a regular linked list the last object points to NULL. In a circular linked list, the last object points back to the beginning of the list",5.0,1.0
8.1,"a stack is an Abstract data type which operates on a last in first out basis for storing a list of objects, and does not supportat least in the pure stackpeeking at a element without removing the rest of the stack first.",5.0,1.0
6.1,Is a reference call to the place in memory where the object is stored.,4.0,1.0
11.9,"It takes a large problem and splits it into two or more easier or faster solutions, and makes for better readability.",4.5,1.0
11.9,"dividing and conquering means breaking a problem into two smaller problems, solving both of those, and putting the two solutions together.",5.0,1.0
4.7,by rows,5.0,1.0
6.7,"When dereferenced, a function pointer invokes a function, passing it zero or more arguments just like a normal function. In programming languages like C, function pointers can be used to simplify code, such as replacing large switch statements.",4.0,1.0
6.5,"It returns the size of an operand in memory, which is checked at compiler-time.",4.0,1.0
5.3,n minus 1 The best case is when the array is already sorted.,4.5,1.0
11.5,"a function that calls itself, and which eaach calls get closer and close to the base case.",5.0,1.0
5.4,A list or array of only 1 element.,5.0,1.0
3.4,The data can be modified directly instead of making a copy of the data. Improves execution time with large amounts of data.,4.0,1.0
11.1,"Data variables and Functions, Data members",5.0,1.0
9.2,"enqueData, Deque",5.0,1.0
9.2,enqueue and dequeue,5.0,1.0
6.7,pointers that contain the addresses of functions.,5.0,1.0
11.2,"A C plus plus class definition may include access-specifiers public, private, and static.",4.5,1.0
6.3,returns synonym for the object its operand points to,5.0,1.0
11.5,A recursive function is a function that calls itself. Usually called the base case. If the base case is not correct it causes a infinite loop.,5.0,1.0
8.1,"An ADT whose most recently inserted item is the first item removed or retrieved. This property is called last in, first outLIFO. Items enter and leave a stack at its top.",5.0,1.0
8.2,pushto add to a item the StackPopto pull the last item added from an array.,5.0,1.0
12.6,"a list of objects that follow the rule first in first out, essentially a linked list that goes in order of the first object in the list is the first to be taken off.",5.0,1.0
12.3,"loglog n, 2 to the power oflog n, n to the power of 2, n to the power of 3, n!",5.0,1.0
6.2,Returns memory address of its operand.,5.0,1.0
5.4,"Tnequals 0, if n is less than 2.",4.0,1.0
12.1,A variable in memory that hold the address of another memory location to which it points too,5.0,1.0
9.5,list based becuase an arrary based has to have an arrary size and needs to be pre-defined and cannot be changed dynamically.,5.0,1.0
11.4,"A function signature, used in a function 's prototype, is the set of object types it take in as parameters, with or without names given for the objects.",5.0,1.0
6.2,This operator returns the memory address of its operand.,5.0,1.0
8.5,"List-based, as the list can be grown dynamically, and as the head node is easily accessible.",5.0,1.0
3.5,The compiler differentiates overloaded functions by their signature.,5.0,1.0
6.3,the STAR operator returns the value in the memory address the element points to.,4.0,1.0
10.3,A leaf is a node with no children.,5.0,1.0
4.5,one less than the number of dimensions the array contains,4.5,1.0
12.4,"Selection sorts works by going through a certain list. Goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array. There are two arrays, unsorted and sorted. Complete these steps until the list is sorted.",4.5,1.0
6.2,"The memory address of operand, 0x 000000 or something along those lines.",4.5,1.0
2.7,To hold reusable content or modules separate from the actual source-code file that can be easily referenced and employed for different programs.,4.0,1.0
7.1,"A linked list is one of the fundamental data structures, and can be used to implement other data structures. It consists of a sequence of nodes, each containing arbitrary data fields and one or two referenceslinkspointing to the next and previous nodes.",4.5,1.0
2.5,As many as the programmer wants to create.,5.0,1.0
3.3,Placing the qualifier inline before a function 's return type in the function definition advises the compiler to generate a copy of the function 's code in place to avoid a function call.,5.0,1.0
3.4,"it takes less memory, thus it would make the program faster",4.0,1.0
11.1,"Divide recursuivly big array into two arrays, sort two array and merge them togather recuruivly.",5.0,1.0
3.5,by the number and type of arguments,5.0,1.0
10.4,A binary tree is a special type of inverted tree in which each element has only two branches below it.,4.5,1.0
2.4,"The Compiler creates this automatically for you, unless you specifically create one.",5.0,1.0
10.6,"you would go to the furthest down left most node, then to the root then to the rightif left and right existthen you would return one node previous and do the same until you reached the root, then go to the furthest down left most node on the right side of the root and continue this process",5.0,1.0
2.6,"A function prototype lays out the name, return type, and the number and types of parameters the function expects to receive in a certain order. The details for function prototypes are in the function definition.",5.0,1.0
11.2,public private and protected,5.0,1.0
3.1,the function 's name and parameters,5.0,1.0
10.1,one or more nodes in a hierarchy starting with the root and branching off like a tree to subtrees,5.0,1.0
9.5,"list bases implementatoin is best because you use pointers to keep track of the front and back pointers. Easier to maintain, but uses more memory",5.0,1.0
8.3,Use a pointer that always points to the end of the array list for push or pop modifications.,4.5,1.0
12.1,"an object that points to a specific place in memory, where a variable or value is stored.",5.0,1.0
7.4,minus A function with access to a linked list 's head pointer has access to the entire list. Pass the head ponter to a function as a reference argument.,5.0,1.0
3.3,"The complier includes copies of inline functions instead of making function calls, but usually only with very small functions.",5.0,1.0
2.4,when the programmer does not explicitly include a constructor,5.0,1.0
11.5,a function that calls itself untill it reaches a base case.,5.0,1.0
7.7,"each node requires an extra pointer, taking up more storage. insertions and deletions require more pointer operations.",5.0,1.0
7.3,"Access to a particular element is very fast, because its location in memory can be determined mathematically and accessed directly.",5.0,1.0
6.7,it contains the address of the function in memory,5.0,1.0
5.1,"Every iteration of an insertion sort takes away an element from the input data, inserting it at the right position in the sorted list.",5.0,1.0
8.3,"Allocate an array of some size, bottom stack element stored at element 0",4.0,1.0
12.7,"the main functions defined for a stack are push, which puts an element on the top of the stack, and pop, which removes an item from the top.",5.0,1.0
6.1,A pointer is a variable which stores the address of another variable.,5.0,1.0
2.4,When a class does not explicitly include a constructor.,5.0,1.0
7.7,"1-each node requires an extra pointer, requiring more space 2-the insertion or deletion of a node takes a bit longer, more pointer operations",5.0,1.0
7.1,"A series of Nodes structures with a value and a pointer that point to a similar Node. Not quite an array, but still can carry a list of values.",4.5,1.0
2.2,Data members are variables that are declared inside the class definition but outside of the bodies of the class member functions. Local variables can only be used within the function declaration.,4.5,1.0
9.6,push,5.0,1.0
5.3,n operations The best case scenario is when all the numbers are in increasing order.,5.0,1.0
12.6,A queue is a First in First out data structure much like a line for a movie theatre. The first object in line is the first object to be handled or enacted upon.,5.0,1.0
3.2,They can be referenced by any function following their declaration or definition inside the source file.,5.0,1.0
9.6,push,5.0,1.0
9.5,list-based array is easier and more scalable,5.0,1.0
9.1,"A queue is similar to an array, except that the data can only be accessed sequentially rather than at random. Unlike a stack, a queue follows FIFO. First in, First out.",5.0,1.0
3.6,no base case or if the programmar does not define the base case as the simplest case and it never gets reached,5.0,1.0
3.5,Overloaded functions are differentiated by their parameters.,4.5,1.0
3.7,"repetition, termination test, eventually terminate, occur infinately",5.0,1.0
12.5,You do not have to predetermine your list size as you do with arrays. Linked list have the ability to be as large as you want them adding memory as needed.,5.0,1.0
6.1,a pointer is a programming language data type whose value refers directly toor points toanother value stored elsewhere in the computer memory using its address,5.0,1.0
7.5,"in a circular linked list, the last object is linked back to the first object.",5.0,1.0
4.6,this is a run-time error or execution-time error.,5.0,1.0
12.5,they are resizeable,5.0,1.0
11.1,"data members, class variables, and functions",5.0,1.0
12.9,"You traverse the tree till you find the node you are wanting to delete. If the node has no children you delete it. If the node has children, before you delete, you find the left-most of its children and attach it to the root then you can delete the node.",4.0,1.0
4.4,the static array exists for the duration of the program,4.5,1.0
11.1,"Data members, functions and function definitions, variables.",5.0,1.0
3.1,"A function signature includes the name of the function and types of arguments, but not the return type.",5.0,1.0
10.3,a node with no children.,5.0,1.0
11.2,Public and private specifiers.,5.0,1.0
2.4,when one is not explicitly included by a class,5.0,1.0
7.4,Pass the head pointer to a function as a reference argument,5.0,1.0
6.1,a pointer holds a memory location,4.5,1.0
12.7,"push, pop, search, isEmpty",4.5,1.0
6.6,nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,5.0,1.0
3.2,Any functions that follows their deceleration that are in the source code file are allowed to have access the variables. Also global scope variables retrain their value throughout the execution of the program.,5.0,1.0
12.5,linked lists do not have a memory constraint other than total memory,5.0,1.0
10.4,"A set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root. Each node has at most two children, the left child and the right child.",5.0,1.0
3.2,throughout the execution of the program,4.5,1.0
4.1,either initializing the array with a specific length or initializing an array while declaring its contents.,5.0,1.0
2.1,"A constructor, functions, and variables that are accessible to by that class, and possibly other classes depending on how they are done.",4.5,1.0
7.3,Take up less memory and are contiguously stored,4.0,1.0
2.1,a public and private area that includes the functions and variables that are used in the class,4.5,1.0
11.8,"A string contains a null character at the end of the string, which makes it easily possible to get the string length. A char array can have a virtually unlimited length, therefore, its size must be declared or limited.",4.0,1.0
11.1,"It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list, this is done by reversing the divide and conquer technique",5.0,1.0
4.4,Only constants can be used to declare the size of automatic and static arrays Exists for the duration of the program Is initialized when its declaration is first encountered All elements are initialized to zero if not explicitly initialized,5.0,1.0
3.7,"based on a control statement, involve repetition, involve a termination test.",5.0,1.0
7.5,"In a circular linked list, the last node points to the first node.",5.0,1.0
11.5,a function that calls itself until a base case is met,5.0,1.0
3.1,the name of the function and the types of its arguments,5.0,1.0
9.3,"Declare two variables, front and rear, to be used to denote which elements in the array can be accessed. Increment rear whenever data is enqueued to the end and increment front whenever data is dequeued.",4.5,1.0
12.9,"if the node has no children, delete it right away, otherwise, put either the furthest right node on the left side or the furthest left node on the right side in that place and perform a the above on that node to guarantee that it is children get handled properly.",5.0,1.0
8.2,pop to remove item push to insert an element,5.0,1.0
9.2,The two main functions are enqueue which inserts an item at the back of the queue and dequeue which removes an item from the front of the queue.,5.0,1.0
8.3,"with the element added to the array, so that the last element added is at the end, and when the element is popped it takes the last element off the array",4.0,1.0
8.4,Use head as the top and push and pop nodes from the head.,4.5,1.0
7.3,"Arrays require less memory than linked lists and allow direct access to a specified item. Also, insertion and deletion in arrays does not require a list traversal.",4.5,1.0
7.7,"There are more pointers to set, the mechanics of inserting into and deleting from a doubly linked list are a bit more involved than for a singly linked list.",4.0,1.0
11.6,iteration,5.0,1.0
9.5,List based is preferred because there are space issues with array based due to rightward drift. The fix for rightward drift requires constant shifting of the queue data.,5.0,1.0
1.5,a location in memory where data can be stored and retrieved,5.0,1.0
6.3,The star operator returns the object at that memory location.,4.0,1.0
5.3,the best case scenario for insertion sort is a list that is already sorted. the number of operations would be the same as the number of elements,5.0,1.0
1.6,"Local variables are declared inside the method or function they will be used in at the beginning of the method. Global variables are declared outside of any function or method, generally before functions are defined.",5.0,1.0
11.7,"An array that is declared static is allocated when the program begins to run, and is not freed until the program exits, but has limited scope. A non-static array is allocated and freed every time that it comes in and out of scope.",4.5,1.0
10.5,"it is a binary tree where each node has a unique key, the left child of a node has only values less than that node, and the right child of each node has higher values than that node.",5.0,1.0
3.5,"by their signaturereturn type, argument list",4.0,1.0
4.4,"All elements are initialized to zero if not explicitly initialized for a static array, while a non-static array is not initialized to zero.",4.5,1.0
10.2,"The height of a tree is in terms of the levels of its nodes such that, if the tree is empty its height is 0 otherwise its height is equal to the maximum level of its nodes.",4.5,1.0
1.7,"a while statement will only process if the statement is met, while a do ... while will always process once, then only continue if the statement is met.",5.0,1.0
8.2,Push and Pop.,5.0,1.0
4.2,"an array of characters has one element a string doesnt have. it is the termination element, or null",5.0,1.0
5.2,Find the lowest unsorted value in the array and place it at the current positionstarting at the first element in the arrayand advance the current position by one.,5.0,1.0
3.6,Not having a base case that returns a base value.,4.0,1.0
11.2,public and private.,5.0,1.0
10.6,traverse the left subtree. visit the root. traverse the right subtree.,5.0,1.0
5.4,The base case is when the length of the current array is 1.,5.0,1.0
12.6,"A queue is a data structure that inserts data into a FIFO configuration, that is, data input to the structure is always at it is end, and data taken is always from the beginning.",5.0,1.0
2.4,"at the very beginning when you run a complier, matter a fact in C plus plus it generates its own default constructor for the class provided if no other constructors have been provided by user",5.0,1.0
10.5,a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root.,4.5,1.0
2.5,As many as you want so long as they have different parameters.,5.0,1.0
1.6,inside the function scope and outside of the function scope in case of global variables,5.0,1.0
9.4,Enqueue to the end of the linked list ... dequeue items from the beginningheadof the list.,5.0,1.0
9.3,you could use the first element of the list as the remove point and insert at the end f you do this you would have to shift the elements down each time you remove an item unless you make the array circular.,4.0,1.0
4.3,by reference,5.0,1.0
3.3,If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.,4.5,1.0
7.4,Linked lists are passed as arguments to a function by passing the head pointer of the list by reference.,5.0,1.0
3.1,"Name, paramaters, scope, and other general function information",4.5,1.0
9.3,Keep track of the front and the back of the array as you increase and decrease the elements inside the array.,4.0,1.0
3.4,It elimitates the need to copy large amonts of data,5.0,1.0
5.2,Select the smallest number in the list and move it to the front of the list and then advance to the next number.,5.0,1.0
8.5,usually linked list because it does not have a fixed size. But if you know or want to set a max size array is better.,5.0,1.0
4.3,Arrays are passed by reference.,5.0,1.0
7.1,linear collection of self-referential nodes connected by pointers.,4.0,1.0
4.1,1-Initializing an array in a declaration with an initializer list 2-Specifying an array s size with a constant variable,5.0,1.0
12.9,Link the to-be-deleted 's left child to the to-be-deleted 's parent 's left child pointer.,4.5,1.0
6.4,using the star operator. array: b [n] can be accessed by multiplied bybpointer plus n,4.5,1.0
12.4,It starts at the first element and replaces it with the smallest element found to the right. It then repeats with the next element in the list.,4.5,1.0
10.3,the last child on any branch,4.5,1.0
11.6,"Using an iterative function, which repeats a specified operation or set of operations until a terminating point or base case is reached.",5.0,1.0
3.1,"A function signature consists of the function prototype. This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information.",4.5,1.0
2.4,The compiler will provide one when class does not explictly include a consructor.,5.0,1.0
7.1,its a list of pointers that are linked 2 each other. every pointer points to the next pointer which has the next element,4.5,1.0
12.6,A queue is a data type that operates under a FILOFirst In Last Outmethod. This means that the first element inserted into the queue is the first element removed.,4.0,1.0
6.5,the size of operand in bytes,5.0,1.0
10.1,"A tree is a finite set of one or more nodes such that there is a specially designated node called the root. The remaining nodes are partitioned into n is greater than or equal to 0 disjoint sets T the n plus 1, where each element set is a tree.",5.0,1.0
11.1,"divides an array in half and sorts each half by calling its self, thus dividing each half again and again and sorting it until the array is sorted. then putting the elements back in the original array sorted.",5.0,1.0
6.3,The value of the object that the operand points to,4.5,1.0
12.1,a variable that holds the address of another variable and can access the contents of the variable.,5.0,1.0
9.2,The two main functions are enqueue and dequeue.,5.0,1.0
8.6,Infix expressions are interpreted as postfix expressions by implementing stacks.,5.0,1.0
12.2,to run the program through and see how many times each thing is called and the runtime of each function is based on that.,4.5,1.0
2.6,"a function prototype simply declares the functions parameters, the function definition includes any necessary variables and the function 's actual code",4.0,1.0
3.3,"instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body",5.0,1.0
11.6,Iteration.,5.0,1.0
12.5,"Linked lists are very dynamic in that they can change and be added or subtracted to very easily because they are not linear in memory. Arrays are pre-specified in size to be cast over a certain amount of disk space. This makes insertion into Arrays difficult because all elements must be shifted, and if you reach the end of the array, you are done even if you have more data to input. Linked Lists do not run into these problems.",5.0,1.0
2.3,"constructors cannot return values, so they cannot specify a return type like functions can.",4.0,1.0
3.6,Infinite recursion can occur when the base case is omitted or the recursion step is written incorrectly so that it never converges on the base case.,5.0,1.0
11.9,"Take a problem and divide it into a smaller problem and solve that smaller problem, or divide it into a smaller problem and solve it, thus solving the whole problem in the process.",5.0,1.0
9.5,"I think array based is batter, because of fixed size, but on other had list base is more flaxible. You do not have to worry about the size",4.0,1.0
9.6,push equals enqueue pop equals dequeue,4.5,1.0
8.7,to pop elements then push them back,4.5,1.0
12.9,"If the node is a leaf, just set it is parent 's pointer to null and delete it, if it has a single child, set the parent 's pointer to the child and delete; if it has two children, set the node to one of the middle children and remove that child from its previous position as a leafrightmost child of the left subtree or leftmost child of the right subtree.",5.0,1.0
1.1,It simulates the behavior of portions of the desired software product.,5.0,1.0
2.2,data members are declared in a class definition but outside the bodies of a class 's member-function definitions. Local variables are declared in a function definition 's body,4.0,1.0
6.6,Nonconstant pointer to nonconstant data Constant pointer to nonconstant data Nonconstant pointer to constant data Constant point to constant data,5.0,1.0
12.1,"If the binary search tree is constructed efficiently, best case scenario is Olog ntime. Where n is the number of items in the tree. If the binary search tree is constructed poorly, with for instance the root of the tree being 1, and progressing downwards and to the right its children are each more than the last: you have a one-way linear linked list. That worse case scenario would be a full traversal at Ontime. Where n is the number of items in the tree.",5.0,1.0
4.1,"statically, using and dynamically, using []",4.0,1.0
3.6,Not having the proper case to leave the recursion,4.0,1.0
4.3,1st you must specify the array name without brackets and then the array name and size are passed as two arguments in the function call.,4.0,1.0
8.2,Push which inserts an element on the top of the stack and pop which removes the last inserted element from the stack.,5.0,1.0
3.4,you do not make another copy and waste memory,5.0,1.0
6.7,"Function Pointers are pointers, i. e. variables, which point to the address of a function.",5.0,1.0
3.2,the whole code,4.5,1.0
8.5,"list based because arrays can become full, lists can grow or shrink as needed",5.0,1.0
2.4,when a class does not explicitly include a constructor,5.0,1.0
6.4,address of b [3] bPtr plus 3,4.0,1.0
1.6,"anywhere, but where you declare them depends on where you want them to be accessibletheir scope",4.5,1.0
3.7,"both based on a control statement, both involve repitition, both involve a termination test, both gradually approach termination, both can potentially occur infinetly.",5.0,1.0
1.4,The main method.,5.0,1.0
7.5,"The circular linked list 's tail points to the head, whereas the basic linked list 's tail points to a NULL.",5.0,1.0
2.1,data members and member functions,5.0,1.0
11.5,It is a function that calls itself. It runs multiple times until the base case is reached.,5.0,1.0
11.4,A function signature is a declaration of the function that includes the parameter types and the number of parameters.,5.0,1.0
5.3,"The best case scenario for an insertion sort, where all the elements of the array have been already sorted, will cause the for loop to iterate x timesx being the number of elements in the arrayand the while loop to never have to iterate, resulting in the insertion sort to require x operations.",5.0,1.0
4.4,a static array will store the new values that were assigned to each of its elements. meaning if you call a function twice it will use the last values that were returned the first time. if you do not declare it static then the new values will not be stored and will be reset to their original value,5.0,1.0
6.1,Pointers are variables that contain as their values memory addresses of other variables.,5.0,1.0
6.4,yes multiplied byarray plus offset,4.0,1.0
9.1,a queue is a list of things that follows the first in first out behavior,5.0,1.0
3.2,File scope,5.0,1.0
3.1,"a return type, and input parameters",3.0,0.0
10.4,a list of numbers that are ordered compared to how they compare to the other numbers already added in the tree,2.0,0.0
